time_s,x_m,y_m,vx_m_s,vy_m_s
1.898000,-0.796056,0.996100,0.032595,0.142368
1.899000,-0.796024,0.996242,0.032336,0.142241
1.900000,-0.795992,0.996385,0.032079,0.142113
1.901000,-0.795960,0.996526,0.031825,0.141983
1.902000,-0.795929,0.996668,0.031574,0.141851
1.903000,-0.795897,0.996810,0.031326,0.141718
1.904000,-0.795866,0.996952,0.031080,0.141583
1.905000,-0.795835,0.997093,0.030836,0.141446
1.906000,-0.795805,0.997234,0.030595,0.141307
1.906250,-0.795774,0.997376,0.030357,0.141167
1.907000,-0.795774,0.997376,0.030357,0.141167
1.908000,-0.795744,0.997517,0.030121,0.141025
1.909000,-0.795714,0.997657,0.029888,0.140882
1.910000,-0.795685,0.997798,0.029657,0.140736
1.911000,-0.795655,0.997939,0.029429,0.140590
1.912000,-0.795626,0.998079,0.029204,0.140441
1.913000,-0.795597,0.998220,0.028981,0.140291
1.914000,-0.795568,0.998360,0.028761,0.140139
1.915000,-0.795540,0.998500,0.028543,0.139986
1.916000,-0.795512,0.998639,0.028327,0.139830
1.917000,-0.795483,0.998779,0.028115,0.139674
1.918000,-0.795456,0.998919,0.027904,0.139515
1.919000,-0.795428,0.999058,0.027697,0.139355
1.920000,-0.795400,0.999197,0.027491,0.139194
1.921000,-0.795373,0.999336,0.027289,0.139030
1.921875,-0.795346,0.999475,0.027089,0.138866
1.922000,-0.795346,0.999475,0.027089,0.138866
1.923000,-0.795319,0.999614,0.026891,0.138699
1.924000,-0.795292,0.999752,0.026696,0.138531
1.925000,-0.795266,0.999891,0.026503,0.138361
1.926000,-0.795240,1.000029,0.026313,0.138190
1.927000,-0.795213,1.000167,0.026125,0.138017
1.928000,-0.795187,1.000305,0.025940,0.137843
1.929000,-0.795162,1.000442,0.025758,0.137667
1.930000,-0.795136,1.000580,0.025577,0.137489
1.931000,-0.795111,1.000717,0.025400,0.137310
1.932000,-0.795086,1.000854,0.025225,0.137129
1.933000,-0.795060,1.000991,0.025052,0.136947
1.934000,-0.795036,1.001128,0.024882,0.136763
1.935000,-0.795011,1.001265,0.024714,0.136577
1.936000,-0.794986,1.001401,0.024548,0.136390
1.937000,-0.794962,1.001537,0.024386,0.136202
1.937500,-0.794938,1.001673,0.024225,0.136011
1.938000,-0.794938,1.001673,0.024225,0.136011
1.939000,-0.794914,1.001809,0.024067,0.135820
1.940000,-0.794890,1.001945,0.023912,0.135627
1.941000,-0.794866,1.002080,0.023758,0.135432
1.942000,-0.794842,1.002215,0.023608,0.135236
1.943000,-0.794819,1.002350,0.023459,0.135038
1.944000,-0.794796,1.002485,0.023314,0.134839
1.945000,-0.794772,1.002620,0.023170,0.134638
1.946000,-0.794749,1.002754,0.023029,0.134436
1.947000,-0.794727,1.002889,0.022890,0.134232
1.948000,-0.794704,1.003023,0.022754,0.134026
1.949000,-0.794681,1.003156,0.022620,0.133820
1.950000,-0.794659,1.003290,0.022489,0.133611
1.951000,-0.794636,1.003423,0.022360,0.133402
1.952000,-0.794614,1.003557,0.022233,0.133190
1.953000,-0.794592,1.003690,0.022109,0.132978
1.953125,-0.794570,1.003822,0.021987,0.132764
1.954000,-0.794570,1.003822,0.021987,0.132764
1.955000,-0.794548,1.003955,0.021867,0.132548
1.956000,-0.794526,1.004087,0.021750,0.132331
1.957000,-0.794505,1.004219,0.021635,0.132112
1.958000,-0.794483,1.004351,0.021523,0.131892
1.959000,-0.794462,1.004483,0.021413,0.131671
1.960000,-0.794440,1.004614,0.021305,0.131448
1.961000,-0.794419,1.004746,0.021199,0.131224
1.962000,-0.794398,1.004877,0.021096,0.130998
1.963000,-0.794377,1.005007,0.020995,0.130771
1.964000,-0.794356,1.005138,0.020897,0.130543
1.965000,-0.794335,1.005268,0.020801,0.130313
1.966000,-0.794315,1.005398,0.020707,0.130081
1.967000,-0.794294,1.005528,0.020615,0.129849
1.968000,-0.794274,1.005658,0.020526,0.129615
1.968750,-0.794253,1.005787,0.020439,0.129379
1.969000,-0.794253,1.005787,0.020439,0.129379
1.970000,-0.794233,1.005916,0.020354,0.129142
1.971000,-0.794213,1.006045,0.020271,0.128904
1.972000,-0.794192,1.006174,0.020191,0.128664
1.973000,-0.794172,1.006302,0.020113,0.128423
1.974000,-0.794152,1.006430,0.020037,0.128181
1.975000,-0.794132,1.006558,0.019964,0.127937
1.976000,-0.794112,1.006686,0.019893,0.127692
1.977000,-0.794093,1.006813,0.019824,0.127446
1.978000,-0.794073,1.006941,0.019757,0.127198
1.979000,-0.794053,1.007068,0.019692,0.126949
1.980000,-0.794033,1.007194,0.019630,0.126699
1.981000,-0.794014,1.007321,0.019570,0.126447
1.982000,-0.793994,1.007447,0.019512,0.126194
1.983000,-0.793975,1.007573,0.019456,0.125940
1.984000,-0.793956,1.007699,0.019403,0.125684
1.984375,-0.793936,1.007824,0.019352,0.125428
1.985000,-0.793936,1.007824,0.019352,0.125428
1.986000,-0.793917,1.007949,0.019302,0.125169
1.987000,-0.793898,1.008074,0.019256,0.124910
1.988000,-0.793878,1.008199,0.019211,0.124649
1.989000,-0.793859,1.008323,0.019168,0.124387
1.990000,-0.793840,1.008447,0.019128,0.124124
1.991000,-0.793821,1.008571,0.019089,0.123859
1.992000,-0.793802,1.008695,0.019053,0.123594
1.993000,-0.793783,1.008818,0.019019,0.123327
1.994000,-0.793764,1.008941,0.018987,0.123058
1.995000,-0.793745,1.009064,0.018958,0.122789
1.996000,-0.793726,1.009186,0.018930,0.122518
1.997000,-0.793707,1.009309,0.018904,0.122246
1.998000,-0.793688,1.009431,0.018881,0.121973
1.999000,-0.793669,1.009552,0.018860,0.121698
2.000000,-0.793651,1.009674,0.018840,0.121423
