time_s,x_m,y_m,vx_m_s,vy_m_s
1.390000,-0.888520,0.940701,0.357844,0.040471
1.390625,-0.888163,0.940742,0.357319,0.040713
1.391000,-0.888163,0.940742,0.357319,0.040713
1.392000,-0.887806,0.940783,0.356791,0.040955
1.393000,-0.887450,0.940824,0.356261,0.041199
1.394000,-0.887094,0.940865,0.355729,0.041445
1.395000,-0.886739,0.940907,0.355194,0.041691
1.396000,-0.886384,0.940949,0.354656,0.041938
1.397000,-0.886030,0.940991,0.354117,0.042187
1.398000,-0.885677,0.941034,0.353574,0.042437
1.399000,-0.885324,0.941076,0.353030,0.042688
1.400000,-0.884971,0.941119,0.352483,0.042940
1.401000,-0.884619,0.941162,0.351933,0.043194
1.402000,-0.884268,0.941206,0.351381,0.043448
1.403000,-0.883917,0.941250,0.350827,0.043704
1.404000,-0.883567,0.941294,0.350271,0.043961
1.405000,-0.883217,0.941338,0.349712,0.044218
1.406000,-0.882868,0.941382,0.349151,0.044477
1.406250,-0.882519,0.941427,0.348588,0.044737
1.407000,-0.882519,0.941427,0.348588,0.044737
1.408000,-0.882171,0.941472,0.348022,0.044999
1.409000,-0.881824,0.941517,0.347454,0.045261
1.410000,-0.881477,0.941563,0.346884,0.045524
1.411000,-0.881131,0.941609,0.346311,0.045788
1.412000,-0.880785,0.941655,0.345736,0.046054
1.413000,-0.880440,0.941701,0.345159,0.046320
1.414000,-0.880095,0.941748,0.344580,0.046588
1.415000,-0.879751,0.941794,0.343998,0.046856
1.416000,-0.879408,0.941842,0.343415,0.047126
1.417000,-0.879065,0.941889,0.342829,0.047396
1.418000,-0.878723,0.941937,0.342241,0.047667
1.419000,-0.878381,0.941985,0.341650,0.047940
1.420000,-0.878040,0.942033,0.341058,0.048213
1.421000,-0.877699,0.942081,0.340463,0.048488
1.421875,-0.877360,0.942130,0.339867,0.048763
1.422000,-0.877360,0.942130,0.339867,0.048763
1.423000,-0.877020,0.942179,0.339268,0.049040
1.424000,-0.876682,0.942228,0.338667,0.049317
1.425000,-0.876344,0.942278,0.338064,0.049595
1.426000,-0.876006,0.942328,0.337458,0.049875
1.427000,-0.875669,0.942378,0.336851,0.050155
1.428000,-0.875333,0.942428,0.336242,0.050436
1.429000,-0.874997,0.942479,0.335630,0.050718
1.430000,-0.874662,0.942530,0.335016,0.051001
1.431000,-0.874328,0.942581,0.334401,0.051284
1.432000,-0.873994,0.942633,0.333783,0.051569
1.433000,-0.873661,0.942685,0.333164,0.051855
1.434000,-0.873328,0.942737,0.332542,0.052141
1.435000,-0.872997,0.942789,0.331918,0.052428
1.436000,-0.872665,0.942842,0.331292,0.052716
1.437000,-0.872335,0.942895,0.330665,0.053005
1.437500,-0.872005,0.942948,0.330035,0.053295
1.438000,-0.872005,0.942948,0.330035,0.053295
1.439000,-0.871675,0.943002,0.329403,0.053586
1.440000,-0.871346,0.943056,0.328770,0.053877
1.441000,-0.871018,0.943110,0.328134,0.054170
1.442000,-0.870691,0.943165,0.327497,0.054463
1.443000,-0.870364,0.943219,0.326857,0.054757
1.444000,-0.870038,0.943274,0.326216,0.055051
1.445000,-0.869712,0.943330,0.325573,0.055347
1.446000,-0.869387,0.943385,0.324928,0.055643
1.447000,-0.869063,0.943441,0.324281,0.055940
1.448000,-0.868739,0.943498,0.323632,0.056238
1.449000,-0.868416,0.943554,0.322981,0.056536
1.450000,-0.868094,0.943611,0.322329,0.056835
1.451000,-0.867772,0.943668,0.321674,0.057135
1.452000,-0.867451,0.943725,0.321018,0.057436
1.453000,-0.867131,0.943783,0.320360,0.057737
1.453125,-0.866811,0.943841,0.319700,0.058040
1.454000,-0.866811,0.943841,0.319700,0.058040
1.455000,-0.866492,0.943900,0.319039,0.058342
1.456000,-0.866174,0.943958,0.318375,0.058646
1.457000,-0.865856,0.944017,0.317710,0.058950
1.458000,-0.865539,0.944076,0.317043,0.059255
1.459000,-0.865223,0.944136,0.316375,0.059560
1.460000,-0.864907,0.944196,0.315704,0.059867
1.461000,-0.864592,0.944256,0.315032,0.060173
1.462000,-0.864278,0.944317,0.314358,0.060481
1.463000,-0.863964,0.944377,0.313683,0.060789
1.464000,-0.863651,0.944438,0.313006,0.061098
1.465000,-0.863339,0.944500,0.312327,0.061407
1.466000,-0.863027,0.944562,0.311646,0.061717
1.467000,-0.862716,0.944624,0.310964,0.062028
1.468000,-0.862406,0.944686,0.310280,0.062339
1.468750,-0.862096,0.944749,0.309594,0.062651
1.469000,-0.862096,0.944749,0.309594,0.062651
1.470000,-0.861787,0.944812,0.308907,0.062963
1.471000,-0.861479,0.944875,0.308218,0.063276
1.472000,-0.861171,0.944938,0.307528,0.063589
1.473000,-0.860865,0.945002,0.306836,0.063903
1.474000,-0.860558,0.945066,0.306142,0.064218
1.475000,-0.860253,0.945131,0.305447,0.064533
1.476000,-0.859948,0.945196,0.304750,0.064848
1.477000,-0.859644,0.945261,0.304052,0.065165
1.478000,-0.859341,0.945327,0.303352,0.065481
1.479000,-0.859038,0.945392,0.302651,0.065798
1.480000,-0.858736,0.945458,0.301948,0.066116
1.481000,-0.858435,0.945525,0.301244,0.066434
1.482000,-0.858134,0.945592,0.300538,0.066753
1.483000,-0.857835,0.945659,0.299830,0.067072
1.484000,-0.857535,0.945726,0.299122,0.067391
1.484375,-0.857237,0.945794,0.298411,0.067711
1.485000,-0.857237,0.945794,0.298411,0.067711
1.486000,-0.856939,0.945862,0.297700,0.068032
1.487000,-0.856642,0.945930,0.296987,0.068352
1.488000,-0.856346,0.945999,0.296272,0.068674
1.489000,-0.856051,0.946068,0.295556,0.068995
1.490000,-0.855756,0.946137,0.294839,0.069317
1.491000,-0.855462,0.946207,0.294120,0.069640
1.492000,-0.855168,0.946277,0.293400,0.069963
1.493000,-0.854876,0.946347,0.292678,0.070286
1.494000,-0.854584,0.946418,0.291955,0.070610
1.495000,-0.854292,0.946489,0.291231,0.070934
1.496000,-0.854002,0.946560,0.290505,0.071258
1.497000,-0.853712,0.946631,0.289778,0.071583
1.498000,-0.853423,0.946703,0.289050,0.071908
1.499000,-0.853135,0.946776,0.288321,0.072233
1.500000,-0.852847,0.946848,0.287590,0.072559
1.501000,-0.852560,0.946921,0.286858,0.072885
1.502000,-0.852274,0.946994,0.286124,0.073211
1.503000,-0.851989,0.947068,0.285390,0.073538
1.504000,-0.851704,0.947142,0.284654,0.073865
1.505000,-0.851420,0.947216,0.283917,0.074192
1.506000,-0.851137,0.947290,0.283179,0.074520
1.507000,-0.850855,0.947365,0.282439,0.074847
1.508000,-0.850573,0.947440,0.281698,0.075175
1.509000,-0.850292,0.947516,0.280956,0.075504
1.510000,-0.850012,0.947592,0.280213,0.075832
1.511000,-0.849732,0.947668,0.279469,0.076161
1.512000,-0.849453,0.947744,0.278724,0.076490
1.513000,-0.849175,0.947821,0.277977,0.076819
1.514000,-0.848898,0.947898,0.277230,0.077149
1.515000,-0.848622,0.947976,0.276481,0.077478
1.515625,-0.848346,0.948054,0.275731,0.077808
1.516000,-0.848346,0.948054,0.275731,0.077808
1.517000,-0.848071,0.948132,0.274980,0.078138
1.518000,-0.847797,0.948210,0.274228,0.078468
1.519000,-0.847523,0.948289,0.273475,0.078798
1.520000,-0.847251,0.948368,0.272721,0.079129
1.521000,-0.846979,0.948448,0.271966,0.079459
1.522000,-0.846707,0.948527,0.271210,0.079790
1.523000,-0.846437,0.948608,0.270453,0.080121
1.524000,-0.846167,0.948688,0.269695,0.080452
1.525000,-0.845898,0.948769,0.268935,0.080783
1.526000,-0.845630,0.948850,0.268175,0.081114
1.527000,-0.845363,0.948931,0.267414,0.081445
1.528000,-0.845096,0.949013,0.266652,0.081777
1.529000,-0.844830,0.949095,0.265889,0.082108
1.530000,-0.844565,0.949178,0.265125,0.082440
1.531000,-0.844301,0.949260,0.264360,0.082771
1.531250,-0.844037,0.949344,0.263595,0.083103
1.532000,-0.844037,0.949344,0.263595,0.083103
1.533000,-0.843774,0.949427,0.262828,0.083435
1.534000,-0.843512,0.949511,0.262061,0.083766
1.535000,-0.843251,0.949595,0.261292,0.084098
1.536000,-0.842990,0.949679,0.260523,0.084430
1.537000,-0.842731,0.949764,0.259753,0.084762
1.538000,-0.842472,0.949849,0.258982,0.085093
1.539000,-0.842214,0.949935,0.258210,0.085425
1.540000,-0.841956,0.950020,0.257438,0.085757
1.541000,-0.841699,0.950106,0.256665,0.086089
1.542000,-0.841444,0.950193,0.255891,0.086420
1.543000,-0.841188,0.950280,0.255116,0.086752
1.544000,-0.840934,0.950367,0.254340,0.087083
1.545000,-0.840680,0.950454,0.253564,0.087415
1.546000,-0.840428,0.950542,0.252787,0.087746
1.546875,-0.840176,0.950630,0.252009,0.088078
1.547000,-0.840176,0.950630,0.252009,0.088078
1.548000,-0.839924,0.950718,0.251231,0.088409
1.549000,-0.839674,0.950807,0.250452,0.088740
1.550000,-0.839424,0.950896,0.249672,0.089071
1.551000,-0.839175,0.950985,0.248892,0.089402
1.552000,-0.838927,0.951075,0.248111,0.089733
1.553000,-0.838680,0.951165,0.247329,0.090064
1.554000,-0.838433,0.951256,0.246547,0.090394
1.555000,-0.838188,0.951346,0.245764,0.090725
1.556000,-0.837943,0.951437,0.244980,0.091055
1.557000,-0.837699,0.951529,0.244196,0.091385
1.558000,-0.837455,0.951621,0.243412,0.091715
1.559000,-0.837212,0.951713,0.242626,0.092044
1.560000,-0.836971,0.951805,0.241841,0.092374
1.561000,-0.836730,0.951898,0.241054,0.092703
1.562000,-0.836489,0.951991,0.240268,0.093032
1.562500,-0.836250,0.952084,0.239480,0.093361
1.563000,-0.836250,0.952084,0.239480,0.093361
1.564000,-0.836011,0.952178,0.238693,0.093690
1.565000,-0.835773,0.952272,0.237904,0.094018
1.566000,-0.835536,0.952366,0.237116,0.094346
1.567000,-0.835300,0.952461,0.236327,0.094674
1.568000,-0.835064,0.952556,0.235537,0.095002
1.569000,-0.834830,0.952651,0.234747,0.095329
1.570000,-0.834596,0.952747,0.233957,0.095656
1.571000,-0.834362,0.952843,0.233166,0.095983
1.572000,-0.834130,0.952939,0.232375,0.096309
1.573000,-0.833898,0.953036,0.231584,0.096636
1.574000,-0.833668,0.953133,0.230792,0.096961
1.575000,-0.833438,0.953230,0.230000,0.097287
1.576000,-0.833208,0.953328,0.229207,0.097612
1.577000,-0.832980,0.953426,0.228414,0.097937
1.578000,-0.832752,0.953524,0.227621,0.098261
1.578125,-0.832526,0.953622,0.226828,0.098586
1.579000,-0.832526,0.953622,0.226828,0.098586
1.580000,-0.832300,0.953721,0.226034,0.098909
1.581000,-0.832074,0.953820,0.225241,0.099233
1.582000,-0.831850,0.953920,0.224447,0.099556
1.583000,-0.831626,0.954020,0.223652,0.099878
1.584000,-0.831403,0.954120,0.222858,0.100200
1.585000,-0.831181,0.954221,0.222063,0.100522
1.586000,-0.830960,0.954321,0.221268,0.100843
1.587000,-0.830740,0.954423,0.220473,0.101164
1.588000,-0.830520,0.954524,0.219678,0.101485
1.589000,-0.830301,0.954626,0.218883,0.101805
1.590000,-0.830083,0.954728,0.218087,0.102124
1.591000,-0.829866,0.954831,0.217292,0.102443
1.592000,-0.829649,0.954933,0.216496,0.102762
1.593000,-0.829433,0.955036,0.215700,0.103080
1.593750,-0.829218,0.955140,0.214905,0.103397
1.594000,-0.829218,0.955140,0.214905,0.103397
1.595000,-0.829004,0.955243,0.214109,0.103714
1.596000,-0.828791,0.955347,0.213313,0.104031
1.597000,-0.828579,0.955452,0.212517,0.104347
1.598000,-0.828367,0.955557,0.211721,0.104662
1.599000,-0.828156,0.955661,0.210925,0.104977
1.600000,-0.827946,0.955767,0.210129,0.105292
1.601000,-0.827736,0.955872,0.209334,0.105605
1.602000,-0.827528,0.955978,0.208538,0.105919
1.603000,-0.827320,0.956085,0.207742,0.106231
1.604000,-0.827113,0.956191,0.206947,0.106543
1.605000,-0.826907,0.956298,0.206151,0.106855
1.606000,-0.826702,0.956405,0.205356,0.107166
1.607000,-0.826497,0.956513,0.204560,0.107476
1.608000,-0.826293,0.956620,0.203765,0.107786
1.609000,-0.826090,0.956728,0.202970,0.108095
1.609375,-0.825888,0.956837,0.202176,0.108403
1.610000,-0.825888,0.956837,0.202176,0.108403
1.611000,-0.825687,0.956946,0.201381,0.108711
1.612000,-0.825486,0.957055,0.200586,0.109018
1.613000,-0.825286,0.957164,0.199792,0.109324
1.614000,-0.825087,0.957274,0.198998,0.109630
1.615000,-0.824889,0.957383,0.198205,0.109935
1.616000,-0.824692,0.957494,0.197411,0.110239
1.617000,-0.824495,0.957604,0.196618,0.110543
1.618000,-0.824299,0.957715,0.195825,0.110846
1.619000,-0.824104,0.957826,0.195032,0.111148
1.620000,-0.823910,0.957938,0.194240,0.111450
1.621000,-0.823717,0.958049,0.193448,0.111750
1.622000,-0.823524,0.958162,0.192656,0.112050
1.623000,-0.823332,0.958274,0.191865,0.112349
1.624000,-0.823141,0.958386,0.191074,0.112648
1.625000,-0.822951,0.958499,0.190284,0.112946
1.626000,-0.822761,0.958613,0.189493,0.113243
1.627000,-0.822573,0.958726,0.188704,0.113539
1.628000,-0.822385,0.958840,0.187915,0.113834
1.629000,-0.822198,0.958954,0.187126,0.114128
1.630000,-0.822011,0.959069,0.186337,0.114422
1.631000,-0.821826,0.959183,0.185550,0.114715
1.632000,-0.821641,0.959298,0.184762,0.115007
1.633000,-0.821457,0.959414,0.183975,0.115298
1.634000,-0.821274,0.959529,0.183189,0.115589
1.635000,-0.821091,0.959645,0.182403,0.115878
1.636000,-0.820910,0.959761,0.181618,0.116167
1.637000,-0.820729,0.959878,0.180833,0.116454
1.638000,-0.820549,0.959994,0.180049,0.116741
1.639000,-0.820370,0.960111,0.179266,0.117027
1.640000,-0.820191,0.960229,0.178483,0.117312
1.640625,-0.820013,0.960346,0.177700,0.117596
1.641000,-0.820013,0.960346,0.177700,0.117596
1.642000,-0.819837,0.960464,0.176919,0.117879
1.643000,-0.819660,0.960582,0.176138,0.118162
1.644000,-0.819485,0.960701,0.175358,0.118443
1.645000,-0.819310,0.960820,0.174578,0.118723
1.646000,-0.819137,0.960939,0.173799,0.119003
1.647000,-0.818964,0.961058,0.173021,0.119281
1.648000,-0.818791,0.961177,0.172243,0.119559
1.649000,-0.818620,0.961297,0.171467,0.119835
1.650000,-0.818449,0.961417,0.170691,0.120111
1.651000,-0.818279,0.961538,0.169916,0.120386
1.652000,-0.818110,0.961658,0.169141,0.120659
1.653000,-0.817942,0.961779,0.168368,0.120932
1.654000,-0.817774,0.961901,0.167595,0.121203
1.655000,-0.817607,0.962022,0.166823,0.121474
1.656000,-0.817441,0.962144,0.166052,0.121743
1.656250,-0.817276,0.962266,0.165282,0.122011
1.657000,-0.817276,0.962266,0.165282,0.122011
1.658000,-0.817112,0.962388,0.164512,0.122279
1.659000,-0.816948,0.962511,0.163744,0.122545
1.660000,-0.816785,0.962633,0.162976,0.122810
1.661000,-0.816623,0.962757,0.162210,0.123074
1.662000,-0.816461,0.962880,0.161444,0.123337
1.663000,-0.816300,0.963003,0.160679,0.123599
1.664000,-0.816141,0.963127,0.159915,0.123860
1.665000,-0.815981,0.963251,0.159153,0.124120
1.666000,-0.815823,0.963376,0.158391,0.124378
1.667000,-0.815665,0.963500,0.157630,0.124636
1.668000,-0.815509,0.963625,0.156870,0.124892
1.669000,-0.815352,0.963750,0.156111,0.125147
1.670000,-0.815197,0.963876,0.155354,0.125402
1.671000,-0.815042,0.964002,0.154597,0.125654
1.671875,-0.814889,0.964127,0.153842,0.125906
1.672000,-0.814889,0.964127,0.153842,0.125906
1.673000,-0.814736,0.964254,0.153087,0.126157
1.674000,-0.814583,0.964380,0.152334,0.126406
1.675000,-0.814432,0.964507,0.151582,0.126654
1.676000,-0.814281,0.964634,0.150831,0.126901
1.677000,-0.814131,0.964761,0.150081,0.127147
1.678000,-0.813981,0.964888,0.149332,0.127392
1.679000,-0.813833,0.965016,0.148584,0.127635
1.680000,-0.813685,0.965144,0.147838,0.127877
1.681000,-0.813538,0.965272,0.147093,0.128118
1.682000,-0.813392,0.965400,0.146349,0.128358
1.683000,-0.813246,0.965529,0.145606,0.128596
1.684000,-0.813101,0.965658,0.144865,0.128833
1.685000,-0.812957,0.965787,0.144124,0.129069
1.686000,-0.812814,0.965916,0.143385,0.129303
1.687000,-0.812671,0.966045,0.142648,0.129537
1.687500,-0.812529,0.966175,0.141912,0.129769
1.688000,-0.812529,0.966175,0.141912,0.129769
1.689000,-0.812388,0.966305,0.141177,0.130000
1.690000,-0.812247,0.966435,0.140443,0.130229
1.691000,-0.812108,0.966566,0.139711,0.130457
1.692000,-0.811969,0.966697,0.138980,0.130684
1.693000,-0.811830,0.966827,0.138250,0.130909
1.694000,-0.811693,0.966959,0.137522,0.131133
1.695000,-0.811556,0.967090,0.136795,0.131356
1.696000,-0.811420,0.967222,0.136070,0.131578
1.697000,-0.811285,0.967353,0.135346,0.131798
1.698000,-0.811150,0.967485,0.134623,0.132017
1.699000,-0.811016,0.967618,0.133902,0.132234
1.700000,-0.810883,0.967750,0.133183,0.132450
1.701000,-0.810750,0.967883,0.132464,0.132664
1.702000,-0.810619,0.968016,0.131748,0.132878
1.703000,-0.810488,0.968149,0.131033,0.133090
1.703125,-0.810357,0.968282,0.130319,0.133300
1.704000,-0.810357,0.968282,0.130319,0.133300
1.705000,-0.810228,0.968415,0.129607,0.133509
1.706000,-0.810099,0.968549,0.128897,0.133717
1.707000,-0.809971,0.968683,0.128188,0.133923
1.708000,-0.809843,0.968817,0.127480,0.134128
1.709000,-0.809716,0.968952,0.126775,0.134331
1.710000,-0.809590,0.969086,0.126071,0.134533
1.711000,-0.809465,0.969221,0.125368,0.134733
1.712000,-0.809340,0.969356,0.124667,0.134932
1.713000,-0.809216,0.969491,0.123968,0.135130
1.714000,-0.809093,0.969626,0.123270,0.135326
1.715000,-0.808971,0.969762,0.122574,0.135520
1.716000,-0.808849,0.969897,0.121880,0.135714
1.717000,-0.808727,0.970033,0.121187,0.135905
1.718000,-0.808607,0.970169,0.120496,0.136095
1.718750,-0.808487,0.970306,0.119807,0.136284
1.719000,-0.808487,0.970306,0.119807,0.136284
1.720000,-0.808368,0.970442,0.119120,0.136471
1.721000,-0.808250,0.970579,0.118434,0.136657
1.722000,-0.808132,0.970716,0.117750,0.136841
1.723000,-0.808015,0.970853,0.117068,0.137023
1.724000,-0.807898,0.970990,0.116387,0.137205
1.725000,-0.807783,0.971127,0.115709,0.137384
1.726000,-0.807668,0.971265,0.115032,0.137562
1.727000,-0.807553,0.971403,0.114357,0.137739
1.728000,-0.807440,0.971541,0.113684,0.137913
1.729000,-0.807327,0.971679,0.113012,0.138087
1.730000,-0.807214,0.971817,0.112343,0.138259
1.731000,-0.807103,0.971955,0.111675,0.138429
1.732000,-0.806992,0.972094,0.111009,0.138597
1.733000,-0.806881,0.972233,0.110345,0.138765
1.734000,-0.806772,0.972372,0.109683,0.138930
1.734375,-0.806663,0.972511,0.109023,0.139094
1.735000,-0.806663,0.972511,0.109023,0.139094
1.736000,-0.806554,0.972650,0.108365,0.139256
1.737000,-0.806446,0.972789,0.107708,0.139417
1.738000,-0.806339,0.972929,0.107054,0.139576
1.739000,-0.806233,0.973069,0.106402,0.139734
1.740000,-0.806127,0.973209,0.105751,0.139889
1.741000,-0.806022,0.973349,0.105103,0.140044
1.742000,-0.805918,0.973489,0.104456,0.140196
1.743000,-0.805814,0.973629,0.103812,0.140347
1.744000,-0.805711,0.973770,0.103169,0.140497
1.745000,-0.805608,0.973910,0.102529,0.140644
1.746000,-0.805506,0.974051,0.101890,0.140791
1.747000,-0.805405,0.974192,0.101254,0.140935
1.748000,-0.805304,0.974333,0.100619,0.141078
1.749000,-0.805204,0.974474,0.099987,0.141219
1.750000,-0.805105,0.974616,0.099356,0.141358
1.751000,-0.805006,0.974757,0.098728,0.141496
1.752000,-0.804908,0.974899,0.098102,0.141632
1.753000,-0.804811,0.975041,0.097478,0.141767
1.754000,-0.804714,0.975182,0.096856,0.141900
1.755000,-0.804618,0.975325,0.096236,0.142031
1.756000,-0.804522,0.975467,0.095618,0.142160
1.757000,-0.804427,0.975609,0.095003,0.142288
1.758000,-0.804333,0.975751,0.094389,0.142414
1.759000,-0.804239,0.975894,0.093778,0.142538
1.760000,-0.804146,0.976037,0.093169,0.142661
1.761000,-0.804053,0.976179,0.092562,0.142782
1.762000,-0.803961,0.976322,0.091957,0.142901
1.763000,-0.803870,0.976465,0.091355,0.143018
1.764000,-0.803779,0.976608,0.090754,0.143134
1.765000,-0.803689,0.976752,0.090156,0.143248
1.765625,-0.803599,0.976895,0.089560,0.143361
1.766000,-0.803599,0.976895,0.089560,0.143361
1.767000,-0.803510,0.977038,0.088966,0.143471
1.768000,-0.803422,0.977182,0.088375,0.143580
1.769000,-0.803334,0.977326,0.087785,0.143687
1.770000,-0.803247,0.977470,0.087198,0.143792
1.771000,-0.803160,0.977613,0.086613,0.143896
1.772000,-0.803074,0.977757,0.086031,0.143998
1.773000,-0.802989,0.977902,0.085451,0.144098
1.774000,-0.802904,0.978046,0.084873,0.144196
1.775000,-0.802820,0.978190,0.084297,0.144293
1.776000,-0.802736,0.978334,0.083724,0.144388
1.777000,-0.802653,0.978479,0.083152,0.144481
1.778000,-0.802570,0.978623,0.082584,0.144572
1.779000,-0.802488,0.978768,0.082017,0.144662
1.780000,-0.802407,0.978913,0.081453,0.144750
1.781000,-0.802326,0.979058,0.080891,0.144836
1.781250,-0.802246,0.979203,0.080332,0.144920
1.782000,-0.802246,0.979203,0.080332,0.144920
1.783000,-0.802166,0.979348,0.079775,0.145002
1.784000,-0.802087,0.979493,0.079220,0.145083
1.785000,-0.802008,0.979638,0.078668,0.145162
1.786000,-0.801930,0.979783,0.078118,0.145239
1.787000,-0.801852,0.979928,0.077570,0.145314
1.788000,-0.801775,0.980074,0.077025,0.145388
1.789000,-0.801699,0.980219,0.076482,0.145460
1.790000,-0.801623,0.980365,0.075942,0.145530
1.791000,-0.801547,0.980510,0.075404,0.145598
1.792000,-0.801473,0.980656,0.074868,0.145664
1.793000,-0.801398,0.980802,0.074335,0.145729
1.794000,-0.801324,0.980948,0.073804,0.145791
1.795000,-0.801251,0.981093,0.073276,0.145852
1.796000,-0.801178,0.981239,0.072750,0.145911
1.796875,-0.801106,0.981385,0.072226,0.145969
1.797000,-0.801106,0.981385,0.072226,0.145969
1.798000,-0.801034,0.981531,0.071705,0.146024
1.799000,-0.800963,0.981677,0.071187,0.146078
1.800000,-0.800893,0.981824,0.070671,0.146130
1.801000,-0.800822,0.981970,0.070157,0.146180
1.802000,-0.800753,0.982116,0.069646,0.146228
1.803000,-0.800684,0.982262,0.069137,0.146274
1.804000,-0.800615,0.982409,0.068631,0.146319
1.805000,-0.800547,0.982555,0.068127,0.146361
1.806000,-0.800479,0.982701,0.067626,0.146402
1.807000,-0.800412,0.982848,0.067128,0.146441
1.808000,-0.800346,0.982994,0.066631,0.146479
1.809000,-0.800279,0.983141,0.066138,0.146514
1.810000,-0.800214,0.983287,0.065646,0.146548
1.811000,-0.800149,0.983434,0.065158,0.146579
1.812000,-0.800084,0.983580,0.064672,0.146609
1.812500,-0.800020,0.983727,0.064188,0.146638
1.813000,-0.800020,0.983727,0.064188,0.146638
1.814000,-0.799956,0.983874,0.063707,0.146664
1.815000,-0.799893,0.984020,0.063229,0.146688
1.816000,-0.799830,0.984167,0.062753,0.146711
1.817000,-0.799768,0.984314,0.062279,0.146732
1.818000,-0.799706,0.984461,0.061808,0.146751
1.819000,-0.799645,0.984607,0.061340,0.146768
1.820000,-0.799584,0.984754,0.060874,0.146783
1.821000,-0.799523,0.984901,0.060411,0.146796
1.822000,-0.799463,0.985048,0.059950,0.146808
1.823000,-0.799404,0.985195,0.059492,0.146818
1.824000,-0.799345,0.985341,0.059037,0.146826
1.825000,-0.799286,0.985488,0.058584,0.146832
1.826000,-0.799228,0.985635,0.058133,0.146836
1.827000,-0.799170,0.985782,0.057686,0.146838
1.828000,-0.799113,0.985929,0.057240,0.146839
1.828125,-0.799056,0.986076,0.056798,0.146838
1.829000,-0.799056,0.986076,0.056798,0.146838
1.830000,-0.799000,0.986222,0.056358,0.146834
1.831000,-0.798944,0.986369,0.055920,0.146830
1.832000,-0.798889,0.986516,0.055486,0.146823
1.833000,-0.798834,0.986663,0.055053,0.146814
1.834000,-0.798779,0.986810,0.054624,0.146804
1.835000,-0.798725,0.986957,0.054197,0.146791
1.836000,-0.798671,0.987103,0.053772,0.146777
1.837000,-0.798618,0.987250,0.053350,0.146761
1.838000,-0.798565,0.987397,0.052931,0.146743
1.839000,-0.798512,0.987544,0.052515,0.146724
1.840000,-0.798460,0.987690,0.052101,0.146702
1.841000,-0.798408,0.987837,0.051689,0.146679
1.842000,-0.798357,0.987984,0.051281,0.146654
1.843000,-0.798306,0.988130,0.050875,0.146627
1.843750,-0.798256,0.988277,0.050471,0.146598
1.844000,-0.798256,0.988277,0.050471,0.146598
1.845000,-0.798206,0.988423,0.050070,0.146567
1.846000,-0.798156,0.988570,0.049672,0.146535
1.847000,-0.798107,0.988716,0.049277,0.146501
1.848000,-0.798058,0.988863,0.048884,0.146464
1.849000,-0.798009,0.989009,0.048493,0.146427
1.850000,-0.797961,0.989156,0.048106,0.146387
1.851000,-0.797914,0.989302,0.047721,0.146345
1.852000,-0.797866,0.989448,0.047338,0.146302
1.853000,-0.797819,0.989595,0.046958,0.146256
1.854000,-0.797773,0.989741,0.046581,0.146209
1.855000,-0.797726,0.989887,0.046207,0.146161
1.856000,-0.797681,0.990033,0.045835,0.146110
1.857000,-0.797635,0.990179,0.045466,0.146057
1.858000,-0.797590,0.990325,0.045099,0.146003
1.859000,-0.797545,0.990471,0.044735,0.145947
1.859375,-0.797501,0.990617,0.044374,0.145889
1.860000,-0.797501,0.990617,0.044374,0.145889
1.861000,-0.797457,0.990763,0.044015,0.145829
1.862000,-0.797413,0.990909,0.043659,0.145768
1.863000,-0.797370,0.991054,0.043306,0.145704
1.864000,-0.797327,0.991200,0.042955,0.145639
1.865000,-0.797284,0.991345,0.042607,0.145572
1.866000,-0.797242,0.991491,0.042261,0.145503
1.867000,-0.797200,0.991636,0.041918,0.145433
1.868000,-0.797159,0.991782,0.041578,0.145360
1.869000,-0.797117,0.991927,0.041241,0.145286
1.870000,-0.797077,0.992072,0.040906,0.145210
1.871000,-0.797036,0.992217,0.040573,0.145133
1.872000,-0.796996,0.992362,0.040244,0.145053
1.873000,-0.796956,0.992507,0.039917,0.144972
1.874000,-0.796916,0.992652,0.039592,0.144889
1.875000,-0.796877,0.992797,0.039271,0.144804
1.876000,-0.796838,0.992942,0.038951,0.144717
1.877000,-0.796799,0.993086,0.038635,0.144629
1.878000,-0.796761,0.993231,0.038321,0.144539
1.879000,-0.796723,0.993375,0.038010,0.144447
1.880000,-0.796685,0.993520,0.037701,0.144353
1.881000,-0.796648,0.993664,0.037395,0.144258
1.882000,-0.796611,0.993808,0.037092,0.144160
1.883000,-0.796574,0.993952,0.036791,0.144061
1.884000,-0.796538,0.994096,0.036493,0.143961
1.885000,-0.796501,0.994240,0.036198,0.143858
1.886000,-0.796465,0.994384,0.035905,0.143754
1.887000,-0.796430,0.994528,0.035615,0.143648
1.888000,-0.796394,0.994671,0.035327,0.143540
1.889000,-0.796359,0.994814,0.035042,0.143431
1.890000,-0.796325,0.994958,0.034760,0.143320
1.890625,-0.796290,0.995101,0.034480,0.143207
1.891000,-0.796290,0.995101,0.034480,0.143207
1.892000,-0.796256,0.995244,0.034203,0.143092
1.893000,-0.796222,0.995387,0.033928,0.142976
1.894000,-0.796188,0.995530,0.033656,0.142858
1.895000,-0.796155,0.995673,0.033387,0.142738
1.896000,-0.796122,0.995815,0.033120,0.142616
1.897000,-0.796089,0.995958,0.032856,0.142493
