time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/std,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
24,5258,131072,64,2000.0,-253.72399250769226,0.0031934786506838007,0.08848791569471359,0.2,0.0003,630,0.009340428,0.5150999426841736,0.023273859173059464,2.8826729014515875,0.1255859375,-0.0007001116871833801
24,5341,133120,65,2000.0,-249.9215478636363,0.0009791958630785303,0.08599632978439331,0.2,0.0003,640,0.010257316,0.7626412957906723,-0.0173074658960104,2.9281076855957506,0.126416015625,0.005367307359119877
24,5424,135168,66,2000.0,-246.22211523880588,0.0001883622017089692,0.08324141055345535,0.2,0.0003,650,0.0086189415,0.8174022436141968,0.005049512255936861,2.984540494531393,0.10283203125,-0.0028603114355064464
24,5507,137216,67,2000.0,-242.65266797058817,0.0013624141767536457,0.08117067813873291,0.2,0.0003,660,0.012002263,0.8348658233880997,-0.03091292269527912,3.0336003132164477,0.135400390625,0.004559144155064132
24,5590,139264,68,2000.0,-239.16041976811587,0.0001573299995357047,0.07966789603233337,0.2,0.0003,670,0.008614974,0.5540162920951843,-0.03265221044421196,3.0626545913517473,0.146826171875,-0.0020409920121892355
24,5674,141312,69,2000.0,-235.76794131428562,0.00017119762858328614,0.07713989913463593,0.2,0.0003,680,0.011663896,0.2809675335884094,0.009953335858881474,3.1137298591434956,0.099609375,-0.0024770523901679552
24,5756,143360,70,2000.0,-232.47452971830978,4.797570213099789e-05,0.07497887313365936,0.2,0.0003,690,0.011665199,0.8432340621948242,0.02058095671236515,3.187782222032547,0.12392578125,-0.00621334132301854
24,5840,145408,71,2000.0,-229.26589098611112,5.408881100947838e-05,0.07255622744560242,0.2,0.0003,700,0.008992994,0.5971395373344421,-0.0070072379894554615,3.2540723890066148,0.098388671875,-0.004518746173562249
24,5924,147456,72,2000.0,-226.16017823287672,0.001852302651178661,0.07052121311426163,0.2,0.0003,710,0.010596823,0.5335806310176849,-0.017214927822351456,3.3098620317876337,0.124755859375,-0.001454006994026713
24,6008,149504,73,2000.0,-223.12334931081082,8.52019427156847e-05,0.06886468827724457,0.2,0.0003,720,0.015019596,0.536596804857254,0.005126371048390865,3.352280680090189,0.134716796875,-0.0010944004010525533
24,6089,151552,74,2000.0,-220.16498666666666,0.00017793434049337976,0.0669899582862854,0.2,0.0003,730,0.014654826,0.32432013750076294,-0.022192182019352913,3.406862961500883,0.1416015625,-0.005139260474970797
24,6172,153600,75,2000.0,-217.28374346052632,2.4201242825938608e-05,0.06528246402740479,0.2,0.0003,740,0.011006717,0.8203469812870026,-0.006876563653349876,3.463330641388893,0.128173828125,-0.0054669309974997304
24,6254,155648,76,2000.0,-214.47600563636362,2.3220008191060516e-05,0.06355966627597809,0.2,0.0003,750,0.010799233,0.7863027006387711,0.006556407548487186,3.51973470300436,0.111572265625,-0.00022910365587449632
24,6337,157696,77,2000.0,-211.74239688461537,2.6058616363400233e-05,0.06160334125161171,0.2,0.0003,760,0.011760017,0.8854696452617645,0.011454935185611248,3.5778179064393045,0.112939453125,-0.0027178842967259696
24,6419,159744,78,2000.0,-209.07832797468356,0.0013596621499573302,0.059969156980514526,0.2,0.0003,770,0.014057223,0.8723178058862686,-0.002182685537263751,3.6336978144943712,0.128466796875,-0.0046150105175911445
24,6504,161792,79,2000.0,-206.47714319999994,3.857946990706296e-05,0.059220679104328156,0.2,0.0003,780,0.009592398,0.6413922905921936,0.009204172529280186,3.691384348273277,0.1392578125,-6.177922914503142e-05
24,6588,163840,80,2000.0,-203.95000767901232,0.0010855491560022301,0.059052322059869766,0.2,0.0003,790,0.0149964,0.7252025604248047,-0.017676526680588722,3.720312672108412,0.1171875,0.00508450733468635
24,6670,165888,81,2000.0,-201.48502604878044,0.0005591967123535823,0.058596421033144,0.2,0.0003,800,0.013434479,0.9229156374931335,0.0042105489410459995,3.7344032786786556,0.13583984375,0.0005066247103968635
24,6753,167936,82,2000.0,-199.07232419277102,4.590587936235124e-05,0.057151492685079575,0.2,0.0003,810,0.009596519,0.9311871826648712,0.002060790779069066,3.7754550211131574,0.11328125,-0.0042035076883621516
24,6837,169984,83,2000.0,-196.73110388095233,0.0015349942779351977,0.05705685168504715,0.2,0.0003,820,0.024637813,0.8977552428841591,-0.021297922357916832,3.7975432157516478,0.131298828125,0.0005149719479959458
24,6921,172032,84,2000.0,-192.19354787209295,0.0006037205227585219,0.056284695863723755,0.2,0.0003,830,0.016758528,0.9436221607029438,0.06154461205005646,3.8041242584586143,0.142236328125,0.0015826182381715626
24,7003,174080,85,2000.0,-189.99763233333323,0.00019905125114405564,0.0555863119661808,0.2,0.0003,840,0.018310003,0.7449448108673096,-0.01714896596968174,3.8300703413784505,0.1775390625,-0.003217397414846346
24,7089,176128,86,2000.0,-187.86562639772728,0.0007195633230566046,0.05547616630792618,0.2,0.0003,850,0.015920846,0.9172459170222282,-0.02279164269566536,3.8550142869353294,0.1498046875,0.0045163278773543425
24,7173,178176,87,2000.0,-185.77768726966295,0.000524434783071115,0.054022230207920074,0.2,0.0003,860,0.009002205,0.9419343806803226,-0.022896086797118187,3.885725099593401,0.1328125,-0.0019250079785706475
24,7256,180224,88,2000.0,-183.72145601111114,0.0002836791630784319,0.05336586758494377,0.2,0.0003,870,0.00855547,0.1726740598678589,-0.0065712169744074345,3.9212987303733824,0.1251953125,0.0004470964144275058
24,7343,182272,89,2000.0,-181.71629819780225,0.0009086249825600134,0.05282720923423767,0.2,0.0003,880,0.011772614,0.6412107944488525,0.020947875455021858,3.943759182840586,0.1220703125,-0.0016869475759449415
24,7428,184320,90,2000.0,-179.75204207608698,7.417047665398968e-05,0.05162888020277023,0.2,0.0003,890,0.013855326,0.801168754696846,-0.010184584185481071,3.985507829487324,0.1357421875,-0.0031536917747871486
24,7513,186368,91,2000.0,-177.82757469892476,0.0001723613982932193,0.05067266523838043,0.2,0.0003,900,0.013017358,0.53017458319664,0.010206840932369232,4.044437731802463,0.136181640625,-0.0034070737965521403
24,7594,188416,92,2000.0,-175.95254417021278,0.0009987439715899882,0.050330646336078644,0.2,0.0003,910,0.010845179,0.7888614684343338,0.04323085397481918,4.0690620869398115,0.12646484375,0.0021168948776903564
24,7676,190464,93,2000.0,-174.10667981052634,0.00028833639310619217,0.04916125163435936,0.2,0.0003,920,0.014420933,0.2495061755180359,-0.03001227043569088,4.0961596995592116,0.146142578125,0.00044965326742385514
24,7761,192512,94,2000.0,-172.29974712499998,6.328241668711599e-05,0.04755517095327377,0.2,0.0003,930,0.0110861845,0.49648934602737427,-0.010362901724874973,4.152462069690228,0.1412109375,-0.003696405761002097
24,7845,194560,95,2000.0,-170.52975192783504,0.0001331595894129123,0.04673333466053009,0.2,0.0003,940,0.012139784,0.7316982746124268,-0.00013041899364907295,4.209572033584118,0.114794921875,-0.0007370131381321699
24,7926,196608,96,2000.0,-168.79556983673467,1.4813462880169936e-05,0.04635346680879593,0.2,0.0003,950,0.0075464314,0.8121033906936646,-0.010328704491257668,4.237231452763081,0.095703125,0.0009199309381074273
24,8011,198656,97,2000.0,-167.10292337373735,0.0008004103787982331,0.046586427837610245,0.2,0.0003,960,0.016171023,0.37259989976882935,-0.033565010875463486,4.242623139917851,0.141162109375,0.004831093410757603
24,8093,200704,98,2000.0,-165.44342335999997,0.0006294342551257159,0.046210769563913345,0.2,0.0003,970,0.012290234,0.8772392049431801,-0.00876317173242569,4.252192671597004,0.16220703125,-0.003027056355495006
24,8177,202752,99,2000.0,-137.95543594,0.00019000270283697773,0.04641977697610855,0.2,0.0003,980,0.009593707,0.9228616282343864,-0.011323790065944195,4.2679725885391235,0.12880859375,0.0032901247242989482
24,8260,204800,100,2000.0,-116.89403226999997,0.0005544499521477064,0.0454937145113945,0.2,0.0003,990,0.01097212,-0.09429001808166504,0.00792378094047308,4.294260281324386,0.172119140625,0.001903794859390473
24,8345,206848,101,2000.0,-99.00306261,0.001957746760933787,0.044979412108659744,0.2,0.0003,1000,0.029504899,0.7275364100933075,0.004914401099085808,4.322799982130528,0.1640625,0.013207965651963605
24,8428,208896,102,2000.0,-84.7486314,0.003240897475194515,0.044080473482608795,0.2,0.0003,1010,0.013253568,0.7794619798660278,-0.008197469636797905,4.354582877457142,0.16015625,-0.001170466307667084
24,8512,210944,103,2000.0,-72.23488424,8.332045960059986e-05,0.043581098318099976,0.2,0.0003,1020,0.006250803,0.5009920001029968,-0.005618163850158453,4.389268185198307,0.125390625,0.0036588657647371294
24,8597,212992,104,2000.0,-62.793658019999995,0.00011269413882928348,0.04288239777088165,0.2,0.0003,1030,0.010792399,0.9214873686432838,0.02720322087407112,4.418968327343464,0.147802734375,0.004244650158216246
24,8681,215040,105,2000.0,-53.96673372000001,0.00021828143848665605,0.0424836203455925,0.2,0.0003,1040,0.006845557,0.6286043226718903,0.007418839726597071,4.439603871107101,0.106005859375,0.0010226659112959168
24,8763,217088,106,2000.0,-46.780816890000004,0.0003637454415780894,0.04106256365776062,0.2,0.0003,1050,0.028069515,0.86735500395298,-0.016537228599190712,4.470106177031994,0.1767578125,-0.005161696964933071
24,8845,219136,107,2000.0,-40.98082200999999,0.00016408373386695986,0.04111029580235481,0.2,0.0003,1060,0.018941687,0.9456914253532887,-0.0071545252576470375,4.505210514366627,0.1380859375,0.0007654772081878037
24,8929,221184,108,2000.0,-35.81900418,0.004317602628086092,0.040566105395555496,0.2,0.0003,1070,0.020064324,0.6409570574760437,0.03657198324799538,4.519297070801258,0.17314453125,0.0013191279125749134
